"Gene ID",Notes
DDB_G0279161,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 29-DEC-2010 RD"
DDB_G0279165,"Note this gene is located at the end of a contig and the N-terminal sequence is missing, there is no start codon; in addition, a 3 nt artificial gap has been introduced to delete a stop codon that is not present in AX4 reference sequence (private communication G. Bloomfield) 16-MAY-2011 PF"
DDB_G0279179,"This gene is located at the beginning of a contig and its 5' end is missing. 25-APR-2011 PF "
DDB_G0279185,"The sequences from the Sequencing Center and GenBank records U72745 and M16039 are identical."
DDB_G0279187,"The sequences from the Sequencing Center and GenBank record U72746 are identical. "
DDB_G0279189,"There are discrepancies between the sequence from the Sequencing Center and the sequence in GenBank record X15382, however, the sequence from the Sequencing Center has been verified."
DDB_G0279191,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AF014050, however, the sequence from the Sequencing Center has been verified."
DDB_G0279195,"Note regarding this sequence: There is a 4 nt difference between the sequence from GenBank record AJ534949 and the sequence from the Sequencing Center, resulting in 2 amino acid exchanges at positions 776 and 780."
DDB_G0279197,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 08-APR-2011 RD"
DDB_G0279215,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 28-JAN-2011 PF"
DDB_G0279247,"ESTs suggest there is an intron in the 5' UTR of this gene"
DDB_G0279273,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 18-JAN-2011 RD"
DDB_G0279299,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 04-JAN-2011 RD"
DDB_G0279309,"ESTs suggest there is an intron in the 5' UTR of this gene"
DDB_G0279353,"ESTs suggest there are two different transcripts for this gene."
DDB_G0279385,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 27-JAN-2011 RD"
DDB_G0279407,"The sequences from the Sequencing Center and GenBank record M64089 are identical."
DDB_G0279409,"The sequences from the Sequencing Center and GenBank record AF052006 are identical."
DDB_G0279411,"The sequences from the Sequencing Center and GenBank record AJ243946 are identical."
DDB_G0279413,"The sequences from the Sequencing Center and GenBank record M15081 are identical."
DDB_G0279415,"The sequences from the Sequencing Center and GenBank record U97699 are identical."
DDB_G0279417,"There is a 29 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AY232268, resulting in 20 amino acid substitutions between amino acids 1 and 50 and at positions 797 and 798."
DDB_G0279427,"Two different introns seems to exist in the 5'UTR of this gene, as evidenced by ESTs."
DDB_G0279471,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 07-APR-2011 RD"
DDB_G0279477,"Due to two premature stop codons (AX4 reference sequence; personal communication, G. Bloomfield) and 1 frame shift (evident from EST SSB631), 3 artificial gaps have been introduced in this curated model to provide the best open reading frame; use with caution! 25-MAY-2011 PF"
DDB_G0279495,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 28-JAN-2011 RD"
DDB_G0279543,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 01-FEB-2011 RD"
DDB_G0279557,"ESTs indicate two alternative transcript for this gene"
DDB_G0279559,"An artificial 2 nt gap has been introduced in the first exon of this gene to compensate for a frame shift caused by a 1 nt deletion in the genomic sequence. This results in a missing Threonine residue at position 60 as derived from 2 ESTs. <b>The sequence containing this residue is available on the community annotation site.</b>"
DDB_G0279581,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 05-APR-2011 RD"
DDB_G0279605,"The sequences from the Sequencing Center and GenBank record L11592 are identical."
DDB_G0279607,"The genomic sequence has a one nucleotide A deletion near the 3' end of the 3rd exon, in comparison of the GenBank record  AB082542. This results in a frame shift that is compensated by usage of a non-consensus splice donor sequence, which results in 4 amino acid changes: NKKS in the curated model instead of QQKD in the correct sequence. <b>The correct protein sequence can be found on the <a href=""http://wiki.dictybase.org/dictywiki/index.php/forA"">community annotation</a> page.</b>"
DDB_G0279625,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 26-JAN-2011 RD"
DDB_G0279681,"ESTs have another ATG 11 nt upstream (AGT in the genomic sequence); there are several other mismatches. "
DDB_G0279723,"The genome sequence has an inserted nucleotide in comparison to EST SLB676 (DDB0153224), which creates a premature stop codon; an artificial 1 nt gap has been created in this gene model to compensate. 13-JUN-2008 PF"
DDB_G0279733,"Splice Variant B (transcript DDB0348653) has been identified in AX3 [private communication, dictyBase]"
DDB_G0279735,"Due to a gap between contigs, this gene model contains an artificial gap where it appears as a 3rd intron; note that the protein is likely missing some sequence after residue 139. 19-APR-2011 PF"
DDB_G0279737,"There are 2 nt differences, 8 insertions and 2 gaps between the sequence from the Sequencing Center and the sequence in GenBank record D82024, resulting in 18 amino acid substitutions due in part to two frameshifts and 2 amino acids gaps."
DDB_G0279751,"The 3' end of this gene has been deleted by the larger mutation in axenic strains that also deletes most of the downstream <i>axeB</i> gene; see the  <a href=""http://www.ncbi.nlm.nih.gov/nuccore/HF565448"" target=""new""> complete gene sequence</a>; note this sequence, for technical reasons, goes to the next stop codon in the genomic sequence, thus, the 13 most C-terminal amino acids are technical artefacts and not part of the true protein sequence"
DDB_G0279785,"Note that ESTs do not support the gene model in the 5' half, neither the ESTs nor the genomic sequence read through what is the first intron; the curated model is nearly identical to a D. purpureum gene."
DDB_G0279793,"The sequences from the Sequencing Center and GenBank record AY581145 are identical."
DDB_G0279795,"The sequences from the Sequencing Center and GenBank record U82516 are identical."
DDB_G0279797,"The sequences from the Sequencing Center and GenBank record AB067573 are identical."
DDB_G0279799,"The sequences from the Sequencing Center and GenBank records X03344 and M16039 are identical."
DDB_G0279863,"This gene is at the end of a contig and the 5' end is likely incorrect."
DDB_G0279877,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 05-JAN-2011 RD"
DDB_G0279881,"This annotated pseudogene does not have a linear match to similar genes, but the 5' end starts in the C-terminal 1/3 of the matching sequence and goes to the end, to be continued where the pseudogene starts. 25-APR-2011 PF"
DDB_G0279893,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 08-DEC-2010 PF"
DDB_G0279909,"Note regarding this sequence: GenBank record U66910 is a partial CDS that is 939 nt shorter on the 5' end than the Sequencing Center Gene Prediction. The sequences from the Sequencing Center and GenBank record U66910 are otherwise identical."
DDB_G0279911,"There is a 6 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record L23068, resulting in 4 amino acid substitutions at positions 30, 81, 82, and 163."
DDB_G0279913,"There are several differences between the sequence from GenBank record AF362370 and the sequence from the Sequencing Center."
DDB_G0279915,"There is a 3 nt difference between the sequence from GenBank record AF466307 and the sequence from the Sequencing Center, resulting in 3 amino acid exchanges at position 7, 272, and 295."
DDB_G0279917,"The Curated Model is based on GenBank record AY077632, which predicts an Exon 2 length 51 nt shorter than that of the Sequencing Center Gene Prediction.","There is a 4 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AY077632, resulting in 4 amino acid substitutions at positions 218, 379, 383, and 385."
DDB_G0279919,"There is a 1 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AY077632, resulting in 1 amino acid substitution at position 64."
DDB_G0279921,"The sequences from the Sequencing Center and GenBank record AY038935 are identical."
DDB_G0279925,"The sequences from the Sequencing Center and GenBank record M64176 are identical.","The Curated Model is based on GenBank record M64176, which has 5 exons, whereas the Sequencing Center Gene Prediction predicts 6 exons."
DDB_G0279927,"The Sequencing Center Gene Prediction and GenBank record AY184992 predict different gene models. There is a 1 nt insertion in the sequence from the Sequencing Center, which extends the coding sequence by 786 nt."
DDB_G0279961,"There is a 2 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record DQ295793, resulting in 1 amino acid substitution at position 328. The Sequencing Center sequence is supported by one EST. "
DDB_G0279993,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 06-APR-2011 RD"
DDB_G0280037,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AF063011, however, the sequence from the Sequencing Center has been verified."
DDB_G0280039,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record S73909, however, the sequence from the Sequencing Center has been verified."
DDB_G0280041,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record X07560, however, the sequence from the Sequencing Center has been verified.","There are two amino acid differences between the sequence from the Sequencing Center and the sequence in GenBank record HC906725."
DDB_G0280043,"The sequences from the Sequencing Center and GenBank record M34457 are identical."
DDB_G0280045,"There are discrepancies between the sequence from the Sequencing Center and the sequence in GenBank record M27713, however, the sequence from the Sequencing Center has been verified."
DDB_G0280047,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record U63062, however, the sequence from the Sequencing Center has been verified."
DDB_G0280049,"The sequences from the Sequencing Center and GenBank record AY044086 are identical."
DDB_G0280051,"The sequences from the Sequencing Center and GenBank record AY044086 are identical."
DDB_G0280053,"The sequences from the Sequencing Center and GenBank record AJ488770 are identical."
DDB_G0280055,"The sequences from the Sequencing Center and GenBank record AF474334 are identical."
DDB_G0280057,"There is a discrepancy between the sequence from GenBank record AB040814 and the sequence from the Sequencing Center, resulting in 2 amino acid substitutions at positions 309 and 444, and 1 amino acid insertion at position 445."
DDB_G0280059,"The sequences from the Sequencing Center and GenBank record AF447924 are identical."
DDB_G0280061,"The sequences from the Sequencing Center and GenBank record AY392436 are identical."
DDB_G0280095,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 01-FEB-2011 RD"
DDB_G0280107,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 27-MAY-2011 PF"
DDB_G0280205,"An artificial 2 nt gap has been introduced in the curated model to create the best possible open reading frame; There is a  1 nt deletion in the chromosomal sequence, leading to a frame shift that is not present in AX4 reference sequence (private communication G. Bloomfield); the resulting protein sequence is missing one threonine residue at position 265. <b>The complete protein sequence can be found on the <a href=""http://wiki.dictybase.org/dictywiki/index.php/DDB_G0280205"">community annotation</a> page.</b>"
DDB_G0280219,"ESTs indicate that the first intron acceptor is located 9 nucleotides upstream. "
DDB_G0280221,"Note, the first intron of this gene model is uncharacteristically short at 58 nt; please use this gene model with caution! 26-JUL-2011 RD"
DDB_G0280319,"An artificial gap has been introduced in the first exon.  EST data demonstrates the underlying genomic sequence contains a 1 nt insertion."
DDB_G0280331,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 29-DEC-2010 PF"
DDB_G0280363,"Note that this gene spans two chromosomal contigs. The first intron bridges the gap in the chromosomal sequence; however protein coding sequence may be missing between the first and second exons."
DDB_G0280401,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AF121347, however, the sequence from the Sequencing Center has been verified."
DDB_G0280439,"The sequences from the Sequencing Center and GenBank record AB189919 are identical."
DDB_G0280481,"Note regarding this sequence: EST suggest that the first intron is split 4 nt later (at the second AG); however this would produce a frameshift and truncate the protein."
DDB_G0280495,"The longer isoform contains a mitochondrial targeting sequence, the shorter isoform lacks this targeting sequence."
DDB_G0280497,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 03-JAN-2011 PF"
DDB_G0280531,"There is a discrepancy between the sequence from the Sequencing Center and the sequences in GenBank records U09478 and AF258615, however, the sequence from the Sequencing Center has been verified."
DDB_G0280533,"The sequences from the Sequencing Center and GenBank record X15380 are identical."
DDB_G0280535,"The sequences from the Sequencing Center and GenBank record AF211482 are identical."
DDB_G0280537,"There are discrepancies between the sequence from the Sequencing Center and the sequence in GenBank record U68246, however, the sequence from the Sequencing Center has been verified."
DDB_G0280539,"There is 1 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AF474345, resulting in 1 amino acid substitutions at position 704."
DDB_G0280541,"The sequences from the Sequencing Center and GenBank record AF474333 are identical."
DDB_G0280543,"There is a 2 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record X15381, resulting in 2 amino acid substitutions at positions 14 and 37."
DDB_G0280547,"The sequences from the Sequencing Center and GenBank record AY221645 are identical."
DDB_G0280555,"This gene is highly expressed and the second intron seems to be coding sequence. However this intron contains several stops and exon 2 and 3 cannot be merged. Use this curated model with caution. 21-JAN-2011 PF"
DDB_G0280609,"Note regarding this sequence: ESTs suggest an intron exists in the 3'UTR of this gene."
DDB_G0280641,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 20-JAN-2011 PF"
DDB_G0280655,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 02-NOV-2010 PF"
DDB_G0280659,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 02-NOV-2010 PF"
DDB_G0280661,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 02-NOV-2010 PF"
DDB_G0280663,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 02-NOV-2010 PF"
DDB_G0280665,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 02-NOV-2010 PF"
DDB_G0280673,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 02-NOV-2010 PF"
DDB_G0280675,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 02-NOV-2010 PF"
DDB_G0280707,"ESTs suggest there is an intron in the 5' UTR of this gene.","Note, the first intron of this gene model is uncharacteristically short at 54 nt; please use this gene model with caution! 24-AUG-2011 RD "
DDB_G0280741,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 14-APR-2011 RD"
DDB_G0280755,"The sequences from the Sequencing Center and GenBank records M23749 and X07210 are identical."
DDB_G0280765,"Several ESTs suggets there are two different transcripts of this gene; an intron exists in the 5'UTR of one of the transcripts"
DDB_G0280801,"An artificial 1 nt gap in a string of A has been introduced in the curated model to compensate for a frame shift in the genomic sequence. 11-APR-2011 PF"
DDB_G0280817,"This gene is located at the end of a chromosomal contig and is missing the 5' end. 16-JUN-2011 RD","This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 16-JUN-2011 RD"
DDB_G0280819,"The sequences from the Sequencing Center and GenBank record AB046418 are identical."
DDB_G0280837,"This curated model does not have a stop codon because the genomic sequence contains an N instead of a T, resulting in NAA that should be TAA (G. Bloomfield, private communication). This results in the addition of an X at the end of the current protein sequence, which should simply be deleted. 19-JAN-2011 PF"
DDB_G0280843,"The sequences from the Sequencing Center and GenBank record AY669384 are identical. "
DDB_G0280845,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 12-JAN-2011 RD","This gene is located at the end of a contig and appears to be missing its 5' end."
DDB_G0280847,"The sequences from the Sequencing Center and GenBank record X16827 are identical."
DDB_G0280863,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 07-JAN-2011 RD"
DDB_G0280865,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 08-APR-2011 RD"
DDB_G0280957,"This gene is located at the end of a chromosomal contig and is missing the 3' end. 16-JUN-2011 RD","This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 16-JUN-2011 RD"
DDB_G0280959,"The sequences from the Sequencing Center and GenBank record AF164347 are identical."
DDB_G0280961,"Note regarding this sequence: There is a 3 nt difference between the sequence from GenBank record U42597 and the sequence from the Sequencing Center, resulting in 2 amino acid exchanges at positions 1319 and 1509."
DDB_G0280965,"There is a 22 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AF081584, resulting in 9 amino acid substitutions and 6 amino acid insertions, due in part to 2 frameshifts."
DDB_G0280967,"There is an 8 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AY484460, resulting in 6 amino acid substitutions at positions 123, 132, 151, 162, 175, and 176."
DDB_G0280969,"The sequences from the Sequencing Center and GenBank record L22212 are identical."
DDB_G0280971,"The Sequencing Center Gene Prediction and GenBank record AY159039 predict different gene models. ESTs support the intron near the 3' end of the gene. "
DDB_G0280973,"abcC4 published in PMID 12456012 resulted from a misassembly of early sequencing data; this locus is a composite of abcC10 and abcC12.","There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AF474344, however, the sequence from the Sequencing Center has been verified."
DDB_G0280975,"The sequences from the Sequencing Center and GenBank record U41222 are identical."
DDB_G0280977,"The Curated Model is based on GenBank record AF474342, which predicts an Exon 2 length 27 nt shorter than that of the Sequencing Center Gene Prediction.","abcC4 published in PMID 12456012 resulted from a misassembly of early sequencing data; this locus is a composite of abcC10 and abcC12.","The sequences from the Sequencing Center and GenBank record AF474342 are identical."
DDB_G0280979,"The sequences from the Sequencing Center and GenBank record AF310890 are identical."
DDB_G0280983,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AY219179, however, the sequence from the Sequencing Center has been verified."
DDB_G0281049,"There is a non-consensus splice acceptor at the 1st intron, which is AaA in the genomic sequence, but AgA in unpublished AX4 reference sequence (private communication G. Bloomfield); the protein sequence is not affected."
DDB_G0281093,"The sequences from the Sequencing Center and GenBank protein record JE0321 are identical."
DDB_G0281143,"Note, the genomic sequence has many differences (19) compared to all ESTs and AX4 reference sequence (private communication G. Bloomfield), in the coding sequence (first exon). <b>The correct cDNA and protein sequence derived from these latter sequences can be found on the <a href=""http://wiki.dictybase.org/dictywiki/index.php/DDB_G0281143"">community annotation</a> page.</b> 01-JUN-2011 PF"
DDB_G0281145,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 21-DEC-2010 RD"
DDB_G0281261,"The 5' sequence that was questionable has been shown to be identical to RNAseq sequences; the current intron has been predicted by geneID, although not best consensus; without intron there is no open reading frame and the D. purpureum gene also has an intron. 22-MAR-2022 pf"
DDB_G0281321,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 02-FEB-2011 RD"
DDB_G0281325,"There seems to be an intron in the 5' UTR of some of the ESTs, suggesting different transcripts that result in the same protein product."
DDB_G0281337,"There are discrepancies between the sequence from the Sequencing Center and the sequence in GenBank record U02927, however, the sequence from the Sequencing Center has been verified."
DDB_G0281343,"Note: this gene was previously named shkC."
DDB_G0281365,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 12-APR-2011 RD"
DDB_G0281379,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 13-JAN-2011 RD"
DDB_G0281381,"The sequences from the Sequencing Center and GenBank record Y13097 are identical."
DDB_G0281383,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record X62142, however, the sequence from the Sequencing Center has been verified."
DDB_G0281385,"The sequences from the Sequencing Center and GenBank record Z18926 are identical."
DDB_G0281387,"There are 1 nt difference and 6 nt gaps between the sequence from the Sequencing Center and the sequence in GenBank record AJ224893, resulting in 2 gaps at positions 231 and 336."
DDB_G0281389,"The Curated Model is based on GenBank record AF482385, which predicts an Intron 2 length 222 nt longer than that of the Sequencing Center Gene Prediction.","There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AF482385, however, the sequence from the Sequencing Center has been verified."
DDB_G0281391,"There are discrepancies between the sequence from the Sequencing Center and the sequence in GenBank record AF482384, however, the sequence from the Sequencing Center has been verified."
DDB_G0281393,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record X55670, however, the sequence from the Sequencing Center has been verified."
DDB_G0281547,"The sequences from the Sequencing Center and GenBank record AF020284 are identical."
DDB_G0281549,"There is a 1 nt difference between the sequence from GenBank record AF079448 and the sequence from the Sequencing Center. The predicted proteins are identical."
DDB_G0281551,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record M64282, however, the sequence from the Sequencing Center has been verified.","There is one amino acid discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record HB946300.","There is one amino acid discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record HD003710."
DDB_G0281553,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AF002677, however, the sequence from the Sequencing Center has been verified."
DDB_G0281555,"There is a 14 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record U41289, resulting in 13 amino acid substitutions and 1 amino acid insertion, due in part to 3 frameshifts."
DDB_G0281557,"There is a 7 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record U82512, resulting in 5 amino acid substitutions at positions 232, 350, 494, 617, and 681."
DDB_G0281559,"The sequences from the Sequencing Center and GenBank record AF079449 are identical."
DDB_G0281561,"The sequences from the Sequencing Center and GenBank record U67836 are identical."
DDB_G0281563,"There is a 1 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AF098507, resulting in 1 amino acid substitution at position 29."
DDB_G0281565,"The sequences from the Sequencing Center and GenBank record X15383 are identical."
DDB_G0281569,"There is a 1 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AY204354; the encoded proteins are identical."
DDB_G0281571,"The sequences from the Sequencing Center and GenBank record AY221642 are identical."
DDB_G0281573,"There is a 2 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AY160105, resulting in 2 amino acid substitutions at positions 109 and 185."
DDB_G0281575,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 02-MAY-2011 PF"
DDB_G0281577,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 02-MAY-2011 PF"
DDB_G0281587,"ESTs suggest there are two splice variants of this gene"
DDB_G0281663,"The sequences from the Sequencing Center and GenBank record AY750687 are identical."
DDB_G0281673,"There is an intron in the 5'UTR of this gene, therefore, the start codon of the Curated Model is the first ATG. "
DDB_G0281687,"This conserved gene contains a 1 nt artificial gap to compensate for a frameshift in the sequence"
DDB_G0281695,"Note that this gene is supported by ESTs and overlaps with the downstream gene, which in turn is supported by strong sequence similarity"
DDB_G0281697,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 23-DEC-2010 RD"
DDB_G0281719,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 03-MAY-2011 PF"
DDB_G0281733,"An artificial 3 nt gap has been introduced in the curated model to delete a premature stop codon and create the best possible open reading frame; unpublished AX4 sequence (private communication, Gareth Bloomfield) shows there are additional discrepancies leading to four changed residues near the gap. <b>The correct protein sequence can be found on the <a href=""http://wiki.dictybase.org/dictywiki/index.php/DDB_G0281733"">community annotation</a> page.</b>"
DDB_G0281767,"The second intron of this gene model  is uncharacteristically short and looks like coding region, but two stop codons would interrupt the ORF; please use this curated model with caution. 25-JUL-2011 PF"
DDB_G0281805,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 19-OCT-2010 PF"
DDB_G0281817,"EST SSA342 shows there is a T to A exchange in the genomic sequence, which renders the splice acceptor a stop codon; the splice acceptor has been moved 3 nt up that added an additional amino acid Arg at position 43 to create the best ORF. <b>The correct protein sequence, without the inserted R, can be found on the <a href=""http://wiki.dictybase.org/dictywiki/index.php/DDB_G0281817"">community annotation</a> page.</b>"
DDB_G0281821,"There are discrepancies between the sequence from the Sequencing Center and the sequence in GenBank record AF187070, however, the sequence from the Sequencing Center has been verified."
DDB_G0281825,"There is a 1 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AY220914, resulting in 1 amino acid substitution at position 60."
DDB_G0281827,"Note regarding this sequence: There is a 1 nt difference between the sequence from GenBank record AB089315 and the sequence from the Sequencing Center, resulting in 1 amino acid exchange at position 208."
DDB_G0281845,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 06-MAY-2011 PF"
DDB_G0281867,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 20-OCT-2010 PF"
DDB_G0281875,"ESTs show there is a stop codon (TGA) in the genomic sequence that interrupts the open reading frame in the 3rd exon; an artificial 3 nt gap has been introduced in the curated model to compensate for this premature stop; based on ESTs, this results in an Arg residue missing in position 146. <b>The correct protein sequence can be found on the <a href=""http://wiki.dictybase.org/dictywiki/index.php/DDB_G0281875"">community annotation</a> page.</b>"
DDB_G0281883,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 03-MAY-2011 PF"
DDB_G0281905,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 12-APR-2011 PF"
DDB_G0281915,"Note that this curated model contains an artificial 1 nt gap to compensate for a frame shift in a stretch of 7 A in the genomic sequence; the current gene model is strongly supported by similarity to another D.dicoideum gene (DDB_G0281417)"
DDB_G0281947,"The third intron is an artificial 2 nt gap that has been introduced to create the best possible open reading frame; ESTs show there is a 1 nt deletion in the chromosomal sequence, leading to a frame shift; the resulting protein sequence is missing one asparagine residue at position 3856. <b>An improved version of the sequence can be found on the ""Community annotation"" page. </b>"
DDB_G0281949,"There is a 1 nt difference between the sequence from the Sequencing Center and the sequence in GenBank record AF019981, resulting in 1 amino acid substitution at position 158."
DDB_G0281951,"The sequences from the Sequencing Center and GenBank record AF318287 are identical."
DDB_G0281953,"The sequences from the Sequencing Center and GenBank record AF020278 are identical."
DDB_G0281955,"This gene extends beyond the end of a chromosomal contig and is missing the 5' end; the 2nd intron of this gene model is uncharacteristically short at 58 nt. Please use this gene model with caution!  "
DDB_G0281957,"The sequences from the Sequencing Center and GenBank record AY144597 are identical."
DDB_G0282013,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 05-JAN-2011 RD"
DDB_G0282071,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 18-APR-2011 RD"
DDB_G0282097,"The sequences from the Sequencing Center and GenBank record X55672 are identical."
DDB_G0282133,"This curated model contains one intron that is very short and unsupported, use gene model with caution!"
DDB_G0282139,"An artificial gap has been introduced in the curated model to compensate for a premature stop and provide the best open reading frame; there is a TAA where in unpublished AX4 reference sequence (private communication G. Bloomfield) it's an TAT; consequently, there is a Tyr residue missing after residue 11. 26-MAY-2011 PF"
DDB_G0282141,"The sequences from the Sequencing Center and GenBank record J04472 are identical."
DDB_G0282143,"The sequences from the Sequencing Center and GenBank record U13671 are identical."
DDB_G0282145,"The coding sequence from the Sequencing Center has a 3 nt insertion in a highly repetitive region compared to GenBank record U38197, resulting in 1 amino acid insertion at position 187.","<b>Note</b>: <a href=""http://dictybase.org/db/cgi-bin/dictyBase/reference/reference.pl?refNo=1992"">Gamper at al (1996)</a> report that there are two genomic copies of this gene in kAX3. Only one copy is present in the current version of the genome sequence. "
DDB_G0282147,"The sequences from the Sequencing Center and GenBank record AB022097 are identical."
DDB_G0282187,"Caution, this gene is at the end of a contig and is missing it's 5'end"
DDB_G0282189,"The sequences from the Sequencing Center and GenBank record AF079369 are identical."
DDB_G0282245,"The sequences from the Sequencing Center and GenBank record AJ812734 are identical."
DDB_G0282253,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 29-OCT-2010 PF"
DDB_G0282275,"An artificial 3 nt gap has been introduced in the curated model to delete a premature stop codon and create the best possible open reading frame; unpublished AX4 sequence (private communication, Gareth Bloomfield) shows there are additional discrepancies leading to two changed residues just downstream of the gap. This extension of he 3' end is supported by the D. purpureum ortholog. <b>The correct protein sequence can be found on the <a href=""http://wiki.dictybase.org/dictywiki/index.php/DDB_G0282275"">community annotation</a> page.</b>"
DDB_G0282281,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 09-FEB-2011 PF","This gene fragment needs to be merged with neighboring gene DDB_G0282351, however a gap in the contigs separates these highly expressed open reading frames."
DDB_G0282289,"Note regarding this sequence: There is a 4 nt difference between the sequence from GenBank record AF361475 and the sequence from the Sequencing Center, resulting in 4 amino acid exchanges at positions 114, 115, 1150 and 1158."
DDB_G0282293,"The sequences from the Sequencing Center and GenBank record AY392444 are identical."
DDB_G0282295,"There is a discrepancy between the sequence from the Sequencing Center and the sequences in GenBank records M19491, M19666, and M23748, however, the sequence from the Sequencing Center has been verified."
DDB_G0282297,"There is a discrepancy between the sequence from the Sequencing Center and the sequence in GenBank record AB082543, however, the sequence from the Sequencing Center has been verified."
DDB_G0282329,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 08-NOV-2010 PF"
DDB_G0282331,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 08-NOV-2010 PF"
DDB_G0282333,"This gene has been inspected by a curator, but there is currently inadequate support to make a curated model. 08-NOV-2010 PF"
